,Date,Stage,Distance Covered,Type,Departure,Arrival,Category UCI,Name,Family Name,Nationality,Dual National,Native Country,NC-From,NC-To,Adopted Country,AC-From,AC-To,Age,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,21_1,22_1,23_1
75,05-07-2016,4º stage Distance:,232 km,Road – Stage,"    Saumur (Pays de la Loire), France ","Limoges (Limousin), France",,Marcel,Kittel,Germany ,N,,,,,,,31  years,Date of birth:,11-05-1988,Place of birth:,"Arnstadt (Thuringen), Germany ",Date of death:||Place of death:|,2007-,, , ,,,,,,,,Professional:, ,Age:,31  years
76,06-07-2016,5º stage Distance:,216 km,Road – Stage,"    Limoges (Limousin), France ","Laveissière (Auvergne), France",,Greg,Van Avermaet,Belgium ,N,,,,,,,34  years,Date of birth:,17-05-1985,Place of birth:,"Lokeren (Oost-Vlaanderen), Belgium ",Date of death:||Place of death:|,2006-,Websites:,http://www.gregvanavermaet.be/, , ,,,,,,,Professional:, ,Age:,34  years
77,07-07-2016,6º stage Distance:,187 km,Road – Stage,"    Arpajon-sur-Cère (Auvergne), France ","Montauban (Midi-Pyrenees), France",,Mark,Cavendish,Great Britain ,N,,,,,,,34  years,Date of birth:,21-05-1985,Place of birth:,"Isle of Man , Great Britain ",Date of death:||Place of death:|,2005-,, , ,,,,,,,,Professional:, ,Age:,34  years
78,08-07-2016,7º stage Distance:,172 km,Road – Stage,"    L'Isle-Jourdain (Midi-Pyrenees), France ","Payolle (Midi-Pyrenees), France",,Stephen,Cummings,Great Britain ,N,,,,,,,38  years,Date of birth:,19-03-1981,Place of birth:,"Wirral , Great Britain ",Date of death:||Place of death:|,2005-,, , ,,,,,,,,Professional:, ,Age:,38  years
79,09-07-2016,8º stage Distance:,183 km,Road – Stage,"    Pau (Aquitaine), France ","Bagnères-de-Luchon (Midi-Pyrenees), France",,Chris,Froome,Great Britain ,Y,   KEN , 20-05-1985 , 31-12-2007,   GBR , 01-01-2008,,34  years, ,Age:,34  years,Date of birth:,20-05-1985,Place of birth:,"Nairobi (Nairobi Area), Kenya ",Professional:,2007-,, , ,,,,,20-05-1985,   GBR from 01-01-2008,   KEN from 20-05-1985 until 31-12-2007,Gender:
80,10-07-2016,9º stage Distance:,184 km,Road – Stage,"    Vielha (Cataluña), Spain ","Andorra (Andorra la Vella), Andorra",,Tom,Dumoulin,The Netherlands ,N,,,,,,,28  years,Date of birth:,11-11-1990,Place of birth:,"Maastricht (Limburg), The Netherlands ",Date of death:||Place of death:|,2012-,, , ,,,,,,,,Professional:, ,Age:,28  years
81,12-07-2016,10º stage Distance:,198 km,Road – Stage,"    Andorra (Andorra la Vella), Andorra ","Revel (Midi-Pyrenees), France",,Michael,Matthews,Australia ,N,,,,,,,28  years,Date of birth:,26-09-1990,Place of birth:,"Canberra (Australian Capital Territory), Australia ",Date of death:||Place of death:|,2009-,, , ,,,,,,,,Professional:, ,Age:,28  years
82,13-07-2016,11º stage Distance:,164 km,Road – Stage,"    Carcassonne (Languedoc-Roussillon), France ","Montpellier (Poitou-Charentes), France",,Peter,Sagan,Slovakia ,N,,,,,,,29  years,Date of birth:,26-01-1990,Place of birth:,"Zilina (Zilina), Slovakia ",Date of death:||Place of death:|,2009-,, , ,,,,,,,,Professional:, ,Age:,29  years
83,14-07-2016,12º stage Distance:,185 km,Road – Stage,"    Montpellier (Languedoc-Roussillon), France ","Mont Ventoux (Provence-Alpes-Cote d'Azur), France",,Thomas,De Gendt,Belgium ,N,,,,,,,32  years,Date of birth:,06-11-1986,Place of birth:,"Sint-Niklaas (Oost-Vlaanderen), Belgium ",Date of death:||Place of death:|,2006-,, , ,,,,,,,,Professional:, ,Age:,32  years
84,15-07-2016,13º stage Distance:,37 km,Road – Individual Time Trial,"    Bourg-Saint-Andéol (Rhone-Alpes), France ","Caverne du Pont d'Arc (Rhone-Alpes), France",,Tom,Dumoulin,The Netherlands ,N,,,,,,,28  years,Date of birth:,11-11-1990,Place of birth:,"Maastricht (Limburg), The Netherlands ",Date of death:||Place of death:|,2012-,, , ,,,,,,,,Professional:, ,Age:,28  years
85,16-07-2016,14º stage Distance:,208 km,Road – Stage,"    Montélimar (Rhone-Alpes), France ","Villars-les-Dombes (Rhone-Alpes), France",,Mark,Cavendish,Great Britain ,N,,,,,,,34  years,Date of birth:,21-05-1985,Place of birth:,"Isle of Man , Great Britain ",Date of death:||Place of death:|,2005-,, , ,,,,,,,,Professional:, ,Age:,34  years
86,17-07-2016,15º stage Distance:,159 km,Road – Stage,"    Bourg-en-Bresse (Rhone-Alpes), France ","Culoz (Rhone-Alpes), France",,Jarlinson,Pantano Gómez,Colombia ,N,,,,,,,30  years,Date of birth:,19-11-1988,Place of birth:,"Cali (Valle del Cauca), Colombia ",Date of death:||Place of death:|,2007-,, , ,,,,,,,,Professional:, ,Age:,30  years
87,18-07-2016,16º stage Distance:,206 km,Road – Stage,"    Moirans-en-Montagne (Franche-Comte), France ","Bern (Bern), Switzerland",,Peter,Sagan,Slovakia ,N,,,,,,,29  years,Date of birth:,26-01-1990,Place of birth:,"Zilina (Zilina), Slovakia ",Date of death:||Place of death:|,2009-,, , ,,,,,,,,Professional:, ,Age:,29  years
88,20-07-2016,17º stage Distance:,184 km,Road – Stage,"    Bern (Bern), Switzerland ","Finhaut (Valais), Switzerland",,Ilnur,Zakarin,Russia ,N,,,,,,,29  years,Date of birth:,15-09-1989,Place of birth:,"Naberezhnyy (Chechnya), Russia ",Date of death:||Place of death:|,2012-,, , ,,,,,,,,Professional:, ,Age:,29  years
89,21-07-2016,18º stage Distance:,17 km,Road – Climb Time Trial,"    Sallanches (Rhone-Alpes), France ","Megève (Rhone-Alpes), France",,Chris,Froome,Great Britain ,Y,   KEN , 20-05-1985 , 31-12-2007,   GBR , 01-01-2008,,34  years, ,Age:,34  years,Date of birth:,20-05-1985,Place of birth:,"Nairobi (Nairobi Area), Kenya ",Professional:,2007-,, , ,,,,,20-05-1985,   GBR from 01-01-2008,   KEN from 20-05-1985 until 31-12-2007,Gender:
90,22-07-2016,19º stage Distance:,146 km,Road – Stage,"    Albertville (Rhone-Alpes), France ","Saint-Gervais-les-Bains (Rhone-Alpes), France",,Romain,Bardet,France ,N,,,,,,,28  years,Date of birth:,09-11-1990,Place of birth:,"Brioude (Auvergne), France ",Date of death:||Place of death:|,2012-,, , ,,,,,,,,Professional:, ,Age:,28  years
91,23-07-2016,20º stage Distance:,146 km,Road – Stage,"    Megève (Rhone-Alpes), France ","Morzine (Rhone-Alpes), France",,Jon,Izaguirre Insausti,Spain ,N,,,,,,,30  years,Date of birth:,04-02-1989,Place of birth:,"Ormáiztegui (Pais Vasco), Spain ",Date of death:||Place of death:|,2010-,, , ,,,,,,,,Professional:, ,Age:,30  years
92,24-07-2016,21º stage Distance:,113 km,Road – Stage,"    Chantilly (Picardie), France ","Paris (Ile-de-France), France",,André,Greipel,Germany ,N,,,,,,,37  years,Date of birth:,16-07-1982,Place of birth:,"Rostock (Mecklenburg-Vorpommern), Germany ",Date of death:||Place of death:|,2005-,Websites:,http://www.andregreipel.de/ , , ,,,,,,,Professional:, ,Age:,37  years
93,24-07-2016, Distance:, km,Classification – Road – General Classification,,,2.WT/WT/PT,Chris,Froome,Great Britain ,Y,   KEN , 20-05-1985 , 31-12-2007,   GBR , 01-01-2008,,34  years, ,Age:,34  years,Date of birth:,20-05-1985,Place of birth:,"Nairobi (Nairobi Area), Kenya ",Professional:,2007-,, , ,,,,,20-05-1985,   GBR from 01-01-2008,   KEN from 20-05-1985 until 31-12-2007,Gender:
94,24-07-2016, Distance:, km,Classification – Road – Points Classification,,,2.WT/WT/HC,Peter,Sagan,Slovakia ,N,,,,,,,29  years,Date of birth:,26-01-1990,Place of birth:,"Zilina (Zilina), Slovakia ",Date of death:||Place of death:|,2009-,, , ,,,,,,,,Professional:, ,Age:,29  years
95,24-07-2016, Distance:, km,Classification – Road – Mountains Classification,,,2.WT/WT/HC,Rafal,Majka,Poland ,N,,,,,,,29  years,Date of birth:,12-09-1989,Place of birth:,"Zegartowice (Małopolskie), Poland ",Date of death:||Place of death:|,2011-,, , ,,,,,,,,Professional:, ,Age:,29  years
96,24-07-2016, Distance:, km,Classification – Road – Young Rider Classification,,,2.WT/WT/HC,Adam,Yates,Great Britain ,N,,,,,,,27  years,Date of birth:,07-08-1992,Place of birth:,"Bury (Bury), Great Britain ",Date of death:||Place of death:|,2014-,, , ,,,,,,,,Professional:, ,Age:,27  years
97,04-07-2015,1º stage Distance:,13.8 km,Road – Individual Time Trial,"    Utrecht (Utrecht), The Netherlands ","Utrecht (Utrecht), The Netherlands",,Rohan,Dennis,Australia ,N,,,,,,,29  years,Date of birth:,28-05-1990,Place of birth:,"Ashford (New South Wales), Australia ",Date of death:||Place of death:|,2009-,, , ,,,,,,,,Professional:, ,Age:,29  years
98,05-07-2015,2º stage Distance:,166 km,Road – Stage,"    Utrecht (Utrecht), The Netherlands ","Neeltje Jans (Zeeland), The Netherlands",,André,Greipel,Germany ,N,,,,,,,37  years,Date of birth:,16-07-1982,Place of birth:,"Rostock (Mecklenburg-Vorpommern), Germany ",Date of death:||Place of death:|,2005-,Websites:,http://www.andregreipel.de/ , , ,,,,,,,Professional:, ,Age:,37  years
99,06-07-2015,3º stage Distance:,159.5 km,Road – Stage,"    Antwerpen (Antwerpen), Belgium ","Huy (Liege), Belgium",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,07-07-2015,4º stage Distance:,223.5 km,Road – Stage,"    Seraing (Liege), Belgium ","Cambrai (Nord-Pas-de-Calais), France",,Tony,Martin,Germany ,N,,,,,,,34  years,Date of birth:,23-04-1985,Place of birth:,"Cottbus (Brandenburg), Germany ",Date of death:||Place of death:|,2006-,, , ,,,,,,,,Professional:, ,Age:,34  years
101,08-07-2015,5º stage Distance:,189.5 km,Road – Stage,"    Arras (Nord-Pas-de-Calais), France ","Amiens (Picardie), France",,André,Greipel,Germany ,N,,,,,,,37  years,Date of birth:,16-07-1982,Place of birth:,"Rostock (Mecklenburg-Vorpommern), Germany ",Date of death:||Place of death:|,2005-,Websites:,http://www.andregreipel.de/ , , ,,,,,,,Professional:, ,Age:,37  years
102,09-07-2015,6º stage Distance:,191.5 km,Road – Stage,"    Abbeville (Picardie), France ","Le Havre (Haute-Normandie), France",,Zdeněk,Štybar,Czech Republic ,N,,,,,,,33  years,Date of birth:,11-12-1985,Place of birth:,"Plana U Marianskych Lazni (Plzensky Kraj), Czech Republic ",Date of death:||Place of death:|,2005-,Websites:,http://www.zdenekstybar.com/, , ,,,,,,,Professional:, ,Age:,33  years
103,10-07-2015,7º stage Distance:,190.5 km,Road – Stage,"    Livarot (Basse-Normandie), France ","Fougères (Bretagne), France",,Mark,Cavendish,Great Britain ,N,,,,,,,34  years,Date of birth:,21-05-1985,Place of birth:,"Isle of Man , Great Britain ",Date of death:||Place of death:|,2005-,, , ,,,,,,,,Professional:, ,Age:,34  years
104,11-07-2015,8º stage Distance:,181.5 km,Road – Stage,"    Rennes (Bretagne), France ","Mur-de-Bretagne (Bretagne), France",,Alexis,Vuillermoz,France ,N,,,,,,,31  years,Date of birth:,01-06-1988,Place of birth:,"Saint-Claude (Franche-Comte), France ",Date of death:||Place of death:|,2013-,, , ,,,,,,,,Professional:, ,Age:,31  years
105,12-07-2015,9º stage Distance:,28 km,Road – Team Time Trial,"    Vannes (Bretagne), France ","Plumelec (Bretagne), France",,Tejay,Van Garderen,United States of America ,N,,,,,,,31  years,Date of birth:,12-08-1988,Place of birth:,"Tacoma (Washington), United States of America ",Date of death:||Place of death:|,2008-,, , ,,,,,,,,Professional:, ,Age:,31  years
106,14-07-2015,10º stage Distance:,167 km,Road – Stage,"    Tarbes (Midi-Pyrenees), France ","Col de la Pierre Saint-Martin (Midi-Pyrenees), France",,Chris,Froome,Great Britain ,Y,   KEN , 20-05-1985 , 31-12-2007,   GBR , 01-01-2008,,34  years, ,Age:,34  years,Date of birth:,20-05-1985,Place of birth:,"Nairobi (Nairobi Area), Kenya ",Professional:,2007-,, , ,,,,,20-05-1985,   GBR from 01-01-2008,   KEN from 20-05-1985 until 31-12-2007,Gender:
107,15-07-2015,11º stage Distance:,188 km,Road – Stage,"    Pau (Aquitaine), France ","Cauterets (Midi-Pyrenees), France",,Rafal,Majka,Poland ,N,,,,,,,29  years,Date of birth:,12-09-1989,Place of birth:,"Zegartowice (Małopolskie), Poland ",Date of death:||Place of death:|,2011-,, , ,,,,,,,,Professional:, ,Age:,29  years
108,16-07-2015,12º stage Distance:,195 km,Road – Stage,"    Lannemezan (Midi-Pyrenees), France ","Plateau de Beille (Midi-Pyrenees), France",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,17-07-2015,13º stage Distance:,198.5 km,Road – Stage,"    Muret (Midi-Pyrenees), France ","Rodez (Midi-Pyrenees), France",,Greg,Van Avermaet,Belgium ,N,,,,,,,34  years,Date of birth:,17-05-1985,Place of birth:,"Lokeren (Oost-Vlaanderen), Belgium ",Date of death:||Place of death:|,2006-,Websites:,http://www.gregvanavermaet.be/, , ,,,,,,,Professional:, ,Age:,34  years
110,18-07-2015,14º stage Distance:,178.5 km,Road – Stage,"    Rodez (Midi-Pyrenees), France ","Mende (Languedoc-Roussillon), France",,Stephen,Cummings,Great Britain ,N,,,,,,,38  years,Date of birth:,19-03-1981,Place of birth:,"Wirral , Great Britain ",Date of death:||Place of death:|,2005-,, , ,,,,,,,,Professional:, ,Age:,38  years
111,19-07-2015,15º stage Distance:,183 km,Road – Stage,"    Mende (Languedoc-Roussillon), France ","Valence (Languedoc-Roussillon), France",,André,Greipel,Germany ,N,,,,,,,37  years,Date of birth:,16-07-1982,Place of birth:,"Rostock (Mecklenburg-Vorpommern), Germany ",Date of death:||Place of death:|,2005-,Websites:,http://www.andregreipel.de/ , , ,,,,,,,Professional:, ,Age:,37  years
112,20-07-2015,16º stage Distance:,201 km,Road – Stage,"    Bourg-de-Péage (Rhone-Alpes), France ","Gap (Provence-Alpes-Cote d'Azur), France",,Rubén,Plaza Molina,Spain ,N,,,,,,,39  years,Date of birth:,29-02-1980,Place of birth:,"Ibi (Comunidad Valenciana), Spain ",Date of death:||Place of death:|,2001-,, , ,,,,,,,,Professional:, ,Age:,39  years
113,22-07-2015,17º stage Distance:,161 km,Road – Stage,"    Digne (Provence-Alpes-Cote d'Azur), France ","Pra-Loup (Provence-Alpes-Cote d'Azur), France",,Simon,Geschke,Germany ,N,,,,,,,33  years,Date of birth:,13-03-1986,Place of birth:,"Berlin (Berlin), Germany ",Date of death:||Place of death:|,2009-,, , ,,,,,,,,Professional:, ,Age:,33  years
114,23-07-2015,18º stage Distance:,186.5 km,Road – Stage,"    Gap (Provence-Alpes-Cote d'Azur), France ","Saint-Jean-de-Maurienne (Rhone-Alpes), France",,Romain,Bardet,France ,N,,,,,,,28  years,Date of birth:,09-11-1990,Place of birth:,"Brioude (Auvergne), France ",Date of death:||Place of death:|,2012-,, , ,,,,,,,,Professional:, ,Age:,28  years
115,24-07-2015,19º stage Distance:,138 km,Road – Stage,"    Saint-Jean-de-Maurienne (Rhone-Alpes), France ","La Toussuire (Rhone-Alpes), France",,Vincenzo,Nibali,Italy ,N,,,,,,,34  years,Date of birth:,14-11-1984,Place of birth:,"Messina (Sicilia), Italy ",Date of death:||Place of death:|,2005-,, , ,,,,,,,,Professional:, ,Age:,34  years
116,25-07-2015,20º stage Distance:,110.5 km,Road – Stage,"    Modane (Rhone-Alpes), France ","L'Alpe-d'Huez (Rhone-Alpes), France",,Thibaut,Pinot,France ,N,,,,,,,29  years,Date of birth:,29-05-1990,Place of birth:,"Mélisey (Franche-Comte), France ",Date of death:||Place of death:|,2010-,, , ,,,,,,,,Professional:, ,Age:,29  years
117,26-07-2015,21º stage Distance:,109.5 km,Road – Stage,"    Sèvres (Ile-de-France), France ","Paris (Ile-de-France), France",,André,Greipel,Germany ,N,,,,,,,37  years,Date of birth:,16-07-1982,Place of birth:,"Rostock (Mecklenburg-Vorpommern), Germany ",Date of death:||Place of death:|,2005-,Websites:,http://www.andregreipel.de/ , , ,,,,,,,Professional:, ,Age:,37  years
118,26-07-2015, Distance:, km,Classification – Road – Young Rider Classification,,,WE,Nairo Alexander,Quintana Rojas,Colombia ,N,,,,,,,29  years,Date of birth:,04-02-1990,Place of birth:,"Cómbita (Boyaca), Colombia ",Date of death:||Place of death:|,2009-,, , ,,,,,,,,Professional:, ,Age:,29  years
119,26-07-2015, Distance:, km,Classification – Road – Mountains Classification,,,2.WT/WT/HC,Chris,Froome,Great Britain ,Y,   KEN , 20-05-1985 , 31-12-2007,   GBR , 01-01-2008,,34  years, ,Age:,34  years,Date of birth:,20-05-1985,Place of birth:,"Nairobi (Nairobi Area), Kenya ",Professional:,2007-,, , ,,,,,20-05-1985,   GBR from 01-01-2008,   KEN from 20-05-1985 until 31-12-2007,Gender:
120,26-07-2015, Distance:, km,Classification – Road – Points Classification,,,2.WT/WT/HC,Peter,Sagan,Slovakia ,N,,,,,,,29  years,Date of birth:,26-01-1990,Place of birth:,"Zilina (Zilina), Slovakia ",Date of death:||Place of death:|,2009-,, , ,,,,,,,,Professional:, ,Age:,29  years
121,26-07-2015, Distance:, km,Classification – Road – General Classification,,,2.WT/WT/HC,Chris,Froome,Great Britain ,Y,   KEN , 20-05-1985 , 31-12-2007,   GBR , 01-01-2008,,34  years, ,Age:,34  years,Date of birth:,20-05-1985,Place of birth:,"Nairobi (Nairobi Area), Kenya ",Professional:,2007-,, , ,,,,,20-05-1985,   GBR from 01-01-2008,   KEN from 20-05-1985 until 31-12-2007,Gender:
122,05-07-2014,1º stage Distance:,"190,5 km",Road – Stage,"    Leeds (Leeds), Great Britain ","Harrogate (North Yorkshire), Great Britain",,Marcel,Kittel,Germany ,N,,,,,,,31  years,Date of birth:,11-05-1988,Place of birth:,"Arnstadt (Thuringen), Germany ",Date of death:||Place of death:|,2007-,, , ,,,,,,,,Professional:, ,Age:,31  years
123,06-07-2014,2º stage Distance:,201 km,Road – Stage,"    York (York), Great Britain ","Sheffield (Sheffield), Great Britain",,Vincenzo,Nibali,Italy ,N,,,,,,,34  years,Date of birth:,14-11-1984,Place of birth:,"Messina (Sicilia), Italy ",Date of death:||Place of death:|,2005-,, , ,,,,,,,,Professional:, ,Age:,34  years
124,07-07-2014,3º stage Distance:,155 km,Road – Stage,"    Cambridge (Cambridgeshire), Great Britain ","London (Greater London), Great Britain",,Marcel,Kittel,Germany ,N,,,,,,,31  years,Date of birth:,11-05-1988,Place of birth:,"Arnstadt (Thuringen), Germany ",Date of death:||Place of death:|,2007-,, , ,,,,,,,,Professional:, ,Age:,31  years
125,08-07-2014,4º stage Distance:,"163,5 km",Road – Stage,"    Le Touquet-Paris-Plage (Nord-Pas-de-Calais), France ","Villeneuve d'Ascq (Nord-Pas-de-Calais), France",,Marcel,Kittel,Germany ,N,,,,,,,31  years,Date of birth:,11-05-1988,Place of birth:,"Arnstadt (Thuringen), Germany ",Date of death:||Place of death:|,2007-,, , ,,,,,,,,Professional:, ,Age:,31  years
126,09-07-2014,5º stage Distance:,156 km,Road – Stage,"    Ieper (West-Vlaanderen), Belgium ","Arenberg (Nord-Pas-de-Calais), France",,Lars,Boom,The Netherlands ,N,,,,,,,33  years,Date of birth:,30-12-1985,Place of birth:,"Vlijmen (Noord-Brabant), The Netherlands ",Date of death:||Place of death:|,2004-,Websites:,http://www.larsboom.nl/, , ,,,,,,,Professional:, ,Age:,33  years
127,10-07-2014,6º stage Distance:,194 km,Road – Stage,"    Arras (Nord-Pas-de-Calais), France ","Reims (Champagne-Ardenne), France",,André,Greipel,Germany ,N,,,,,,,37  years,Date of birth:,16-07-1982,Place of birth:,"Rostock (Mecklenburg-Vorpommern), Germany ",Date of death:||Place of death:|,2005-,Websites:,http://www.andregreipel.de/ , , ,,,,,,,Professional:, ,Age:,37  years
128,11-07-2014,7º stage Distance:,"234,5 km",Road – Stage,"    Épernay (Champagne-Ardenne), France ","Nancy (Lorraine), France",,Matteo,Trentin,Italy ,N,,,,,,,30  years,Date of birth:,02-08-1989,Place of birth:,"Borgo Valsugana (Trentino-Alto Adige), Italy ",Date of death:||Place of death:|,2012-,, , ,,,,,,,,Professional:, ,Age:,30  years
129,12-07-2014,8º stage Distance:,161 km,Road – Stage,"    Tomblaine (Lorraine), France ","La Mauselaine (Lorraine), France",,Blel,Kadri,France ,N,,,,,,,32  years,Date of birth:,03-09-1986,Place of birth:,"Bordeaux (Aquitaine), France ",Date of death:||Place of death:|,2009-,, , ,,,,,,,,Professional:, ,Age:,32  years
