,Date,Stage,Distance Covered in km,Type,Departure,Arrival,Category UCI,Name,Family Name,Nationality,Dual National,Native Country,NC-From,NC-To,Adopted Country,AC-From,AC-To,Age,Date of Birth,City of Birth,Country of Birth,Date of Death,City of Death,Country of Death,1st Innings From,1st Innings To,2nd Innings From,2nd Innings To,3rd Innings From,3rd Innings To,Career Span,1st Gap,2nd Innings Span,2nd Gap,3rd Innings Span,Total Career Span,Full Name
85,2016-07-16,14 ,208.0,Stage,"    Montélimar (Rhone-Alpes), France ","Villars-les-Dombes (Rhone-Alpes), France",,Mark,Cavendish,Great Britain ,N,,1985-05-21,,,,,34  years,1985-05-21,Isle of Man , Great Britain ,,,,2005,0,0,0,0,0,0,0,0,0,0,14,Mark Cavendish
86,2016-07-17,15 ,159.0,Stage,"    Bourg-en-Bresse (Rhone-Alpes), France ","Culoz (Rhone-Alpes), France",,Jarlinson,Pantano Gómez,Colombia ,N,,1988-11-19,,,,,30  years,1988-11-19,Cali (Valle del Cauca), Colombia ,,,,2007,0,0,0,0,0,0,0,0,0,0,12,Jarlinson Pantano Gómez
87,2016-07-18,16 ,206.0,Stage,"    Moirans-en-Montagne (Franche-Comte), France ","Bern (Bern), Switzerland",,Peter,Sagan,Slovakia ,N,,1990-01-26,,,,,29  years,1990-01-26,Zilina (Zilina), Slovakia ,,,,2009,0,0,0,0,0,0,0,0,0,0,10,Peter Sagan
88,2016-07-20,17 ,184.0,Stage,"    Bern (Bern), Switzerland ","Finhaut (Valais), Switzerland",,Ilnur,Zakarin,Russia ,N,,1989-09-15,,,,,29  years,1989-09-15,Naberezhnyy (Chechnya), Russia ,,,,2012,0,0,0,0,0,0,0,0,0,0,7,Ilnur Zakarin
89,2016-07-21,18 ,17.0,Climb Time Trial,"    Sallanches (Rhone-Alpes), France ","Megève (Rhone-Alpes), France",,Chris,Froome,Great Britain ,Y,   KEN ,1985-05-20, 31-12-2007,   GBR ,2008-01-01,,34  years,1985-05-20,Nairobi (Nairobi Area), Kenya ,,,,2007,0,0,0,0,0,0,0,0,0,0,12,Chris Froome
90,2016-07-22,19 ,146.0,Stage,"    Albertville (Rhone-Alpes), France ","Saint-Gervais-les-Bains (Rhone-Alpes), France",,Romain,Bardet,France ,N,,1990-09-11,,,,,28  years,1990-09-11,Brioude (Auvergne), France ,,,,2012,0,0,0,0,0,0,0,0,0,0,7,Romain Bardet
91,2016-07-23,20 ,146.0,Stage,"    Megève (Rhone-Alpes), France ","Morzine (Rhone-Alpes), France",,Jon,Izaguirre Insausti,Spain ,N,,1989-04-02,,,,,30  years,1989-04-02,Ormáiztegui (Pais Vasco), Spain ,,,,2010,0,0,0,0,0,0,0,0,0,0,9,Jon Izaguirre Insausti
92,2016-07-24,21 ,113.0,Stage,"    Chantilly (Picardie), France ","Paris (Ile-de-France), France",,André,Greipel,Germany ,N,,1982-07-16,,,,,37  years,1982-07-16,Rostock (Mecklenburg-Vorpommern), Germany ,,,,2005,0,0,0,0,0,0,0,0,0,0,14,André Greipel
93,2016-07-24,Total Distance,0.0,General Classification,,,2.WT/WT/PT,Chris,Froome,Great Britain ,Y,   KEN ,1985-05-20, 31-12-2007,   GBR ,2008-01-01,,34  years,1985-05-20,Nairobi (Nairobi Area), Kenya ,,,,2007,0,0,0,0,0,0,0,0,0,0,12,Chris Froome
94,2016-07-24,Total Distance,0.0,Points Classification,,,2.WT/WT/HC,Peter,Sagan,Slovakia ,N,,1990-01-26,,,,,29  years,1990-01-26,Zilina (Zilina), Slovakia ,,,,2009,0,0,0,0,0,0,0,0,0,0,10,Peter Sagan
95,2016-07-24,Total Distance,0.0,Mountains Classification,,,2.WT/WT/HC,Rafal,Majka,Poland ,N,,1989-12-09,,,,,29  years,1989-12-09,Zegartowice (Małopolskie), Poland ,,,,2011,0,0,0,0,0,0,0,0,0,0,8,Rafal Majka
96,2016-07-24,Total Distance,0.0,Young Rider Classification,,,2.WT/WT/HC,Adam,Yates,Great Britain ,N,,1992-07-08,,,,,27  years,1992-07-08,Bury (Bury), Great Britain ,,,,2014,0,0,0,0,0,0,0,0,0,0,5,Adam Yates
97,2015-04-07,1 ,13.8,Individual Time Trial,"    Utrecht (Utrecht), The Netherlands ","Utrecht (Utrecht), The Netherlands",,Rohan,Dennis,Australia ,N,,1990-05-28,,,,,29  years,1990-05-28,Ashford (New South Wales), Australia ,,,,2009,0,0,0,0,0,0,0,0,0,0,10,Rohan Dennis
98,2015-05-07,2 ,166.0,Stage,"    Utrecht (Utrecht), The Netherlands ","Neeltje Jans (Zeeland), The Netherlands",,André,Greipel,Germany ,N,,1982-07-16,,,,,37  years,1982-07-16,Rostock (Mecklenburg-Vorpommern), Germany ,,,,2005,0,0,0,0,0,0,0,0,0,0,14,André Greipel
99,2015-06-07,3 ,159.5,Stage,"    Antwerpen (Antwerpen), Belgium ","Huy (Liege), Belgium",,,,,N,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,
100,2015-07-07,4 ,223.5,Stage,"    Seraing (Liege), Belgium ","Cambrai (Nord-Pas-de-Calais), France",,Tony,Martin,Germany ,N,,1985-04-23,,,,,34  years,1985-04-23,Cottbus (Brandenburg), Germany ,,,,2006,0,0,0,0,0,0,0,0,0,0,13,Tony Martin
101,2015-08-07,5 ,189.5,Stage,"    Arras (Nord-Pas-de-Calais), France ","Amiens (Picardie), France",,André,Greipel,Germany ,N,,1982-07-16,,,,,37  years,1982-07-16,Rostock (Mecklenburg-Vorpommern), Germany ,,,,2005,0,0,0,0,0,0,0,0,0,0,14,André Greipel
102,2015-09-07,6 ,191.5,Stage,"    Abbeville (Picardie), France ","Le Havre (Haute-Normandie), France",,Zdeněk,Štybar,Czech Republic ,N,,1985-11-12,,,,,33  years,1985-11-12,Plana U Marianskych Lazni (Plzensky Kraj), Czech Republic ,,,,2005,0,0,0,0,0,0,0,0,0,0,14,Zdeněk Štybar
103,2015-10-07,7 ,190.5,Stage,"    Livarot (Basse-Normandie), France ","Fougères (Bretagne), France",,Mark,Cavendish,Great Britain ,N,,1985-05-21,,,,,34  years,1985-05-21,Isle of Man , Great Britain ,,,,2005,0,0,0,0,0,0,0,0,0,0,14,Mark Cavendish
104,2015-11-07,8 ,181.5,Stage,"    Rennes (Bretagne), France ","Mur-de-Bretagne (Bretagne), France",,Alexis,Vuillermoz,France ,N,,1988-01-06,,,,,31  years,1988-01-06,Saint-Claude (Franche-Comte), France ,,,,2013,0,0,0,0,0,0,0,0,0,0,6,Alexis Vuillermoz
105,2015-12-07,9 ,28.0,Team Time Trial,"    Vannes (Bretagne), France ","Plumelec (Bretagne), France",,Tejay,Van Garderen,United States of America ,N,,1988-12-08,,,,,31  years,1988-12-08,Tacoma (Washington), United States of America ,,,,2008,0,0,0,0,0,0,0,0,0,0,11,Tejay Van Garderen
106,2015-07-14,10 ,167.0,Stage,"    Tarbes (Midi-Pyrenees), France ","Col de la Pierre Saint-Martin (Midi-Pyrenees), France",,Chris,Froome,Great Britain ,Y,   KEN ,1985-05-20, 31-12-2007,   GBR ,2008-01-01,,34  years,1985-05-20,Nairobi (Nairobi Area), Kenya ,,,,2007,0,0,0,0,0,0,0,0,0,0,12,Chris Froome
107,2015-07-15,11 ,188.0,Stage,"    Pau (Aquitaine), France ","Cauterets (Midi-Pyrenees), France",,Rafal,Majka,Poland ,N,,1989-12-09,,,,,29  years,1989-12-09,Zegartowice (Małopolskie), Poland ,,,,2011,0,0,0,0,0,0,0,0,0,0,8,Rafal Majka
108,2015-07-16,12 ,195.0,Stage,"    Lannemezan (Midi-Pyrenees), France ","Plateau de Beille (Midi-Pyrenees), France",,,,,N,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,
109,2015-07-17,13 ,198.5,Stage,"    Muret (Midi-Pyrenees), France ","Rodez (Midi-Pyrenees), France",,Greg,Van Avermaet,Belgium ,N,,1985-05-17,,,,,34  years,1985-05-17,Lokeren (Oost-Vlaanderen), Belgium ,,,,2006,0,0,0,0,0,0,0,0,0,0,13,Greg Van Avermaet
110,2015-07-18,14 ,178.5,Stage,"    Rodez (Midi-Pyrenees), France ","Mende (Languedoc-Roussillon), France",,Stephen,Cummings,Great Britain ,N,,1981-03-19,,,,,38  years,1981-03-19,Wirral , Great Britain ,,,,2005,0,0,0,0,0,0,0,0,0,0,14,Stephen Cummings
111,2015-07-19,15 ,183.0,Stage,"    Mende (Languedoc-Roussillon), France ","Valence (Languedoc-Roussillon), France",,André,Greipel,Germany ,N,,1982-07-16,,,,,37  years,1982-07-16,Rostock (Mecklenburg-Vorpommern), Germany ,,,,2005,0,0,0,0,0,0,0,0,0,0,14,André Greipel
112,2015-07-20,16 ,201.0,Stage,"    Bourg-de-Péage (Rhone-Alpes), France ","Gap (Provence-Alpes-Cote d'Azur), France",,Rubén,Plaza Molina,Spain ,N,,1980-02-29,,,,,39  years,1980-02-29,Ibi (Comunidad Valenciana), Spain ,,,,2001,0,0,0,0,0,0,0,0,0,0,18,Rubén Plaza Molina
113,2015-07-22,17 ,161.0,Stage,"    Digne (Provence-Alpes-Cote d'Azur), France ","Pra-Loup (Provence-Alpes-Cote d'Azur), France",,Simon,Geschke,Germany ,N,,1986-03-13,,,,,33  years,1986-03-13,Berlin (Berlin), Germany ,,,,2009,0,0,0,0,0,0,0,0,0,0,10,Simon Geschke
114,2015-07-23,18 ,186.5,Stage,"    Gap (Provence-Alpes-Cote d'Azur), France ","Saint-Jean-de-Maurienne (Rhone-Alpes), France",,Romain,Bardet,France ,N,,1990-09-11,,,,,28  years,1990-09-11,Brioude (Auvergne), France ,,,,2012,0,0,0,0,0,0,0,0,0,0,7,Romain Bardet
115,2015-07-24,19 ,138.0,Stage,"    Saint-Jean-de-Maurienne (Rhone-Alpes), France ","La Toussuire (Rhone-Alpes), France",,Vincenzo,Nibali,Italy ,N,,1984-11-14,,,,,34  years,1984-11-14,Messina (Sicilia), Italy ,,,,2005,0,0,0,0,0,0,0,0,0,0,14,Vincenzo Nibali
116,2015-07-25,20 ,110.5,Stage,"    Modane (Rhone-Alpes), France ","L'Alpe-d'Huez (Rhone-Alpes), France",,Thibaut,Pinot,France ,N,,1990-05-29,,,,,29  years,1990-05-29,Mélisey (Franche-Comte), France ,,,,2010,0,0,0,0,0,0,0,0,0,0,9,Thibaut Pinot
117,2015-07-26,21 ,109.5,Stage,"    Sèvres (Ile-de-France), France ","Paris (Ile-de-France), France",,André,Greipel,Germany ,N,,1982-07-16,,,,,37  years,1982-07-16,Rostock (Mecklenburg-Vorpommern), Germany ,,,,2005,0,0,0,0,0,0,0,0,0,0,14,André Greipel
118,2015-07-26,Total Distance,0.0,Young Rider Classification,,,WE,Nairo Alexander,Quintana Rojas,Colombia ,N,,1990-04-02,,,,,29  years,1990-04-02,Cómbita (Boyaca), Colombia ,,,,2009,0,0,0,0,0,0,0,0,0,0,10,Nairo Alexander Quintana Rojas
119,2015-07-26,Total Distance,0.0,Mountains Classification,,,2.WT/WT/HC,Chris,Froome,Great Britain ,Y,   KEN ,1985-05-20, 31-12-2007,   GBR ,2008-01-01,,34  years,1985-05-20,Nairobi (Nairobi Area), Kenya ,,,,2007,0,0,0,0,0,0,0,0,0,0,12,Chris Froome
120,2015-07-26,Total Distance,0.0,Points Classification,,,2.WT/WT/HC,Peter,Sagan,Slovakia ,N,,1990-01-26,,,,,29  years,1990-01-26,Zilina (Zilina), Slovakia ,,,,2009,0,0,0,0,0,0,0,0,0,0,10,Peter Sagan
121,2015-07-26,Total Distance,0.0,General Classification,,,2.WT/WT/HC,Chris,Froome,Great Britain ,Y,   KEN ,1985-05-20, 31-12-2007,   GBR ,2008-01-01,,34  years,1985-05-20,Nairobi (Nairobi Area), Kenya ,,,,2007,0,0,0,0,0,0,0,0,0,0,12,Chris Froome
122,2014-05-07,1 ,190.5,Stage,"    Leeds (Leeds), Great Britain ","Harrogate (North Yorkshire), Great Britain",,Marcel,Kittel,Germany ,N,,1988-11-05,,,,,31  years,1988-11-05,Arnstadt (Thuringen), Germany ,,,,2007,0,0,0,0,0,0,0,0,0,0,12,Marcel Kittel
123,2014-06-07,2 ,201.0,Stage,"    York (York), Great Britain ","Sheffield (Sheffield), Great Britain",,Vincenzo,Nibali,Italy ,N,,1984-11-14,,,,,34  years,1984-11-14,Messina (Sicilia), Italy ,,,,2005,0,0,0,0,0,0,0,0,0,0,14,Vincenzo Nibali
124,2014-07-07,3 ,155.0,Stage,"    Cambridge (Cambridgeshire), Great Britain ","London (Greater London), Great Britain",,Marcel,Kittel,Germany ,N,,1988-11-05,,,,,31  years,1988-11-05,Arnstadt (Thuringen), Germany ,,,,2007,0,0,0,0,0,0,0,0,0,0,12,Marcel Kittel
125,2014-08-07,4 ,163.5,Stage,"    Le Touquet-Paris-Plage (Nord-Pas-de-Calais), France ","Villeneuve d'Ascq (Nord-Pas-de-Calais), France",,Marcel,Kittel,Germany ,N,,1988-11-05,,,,,31  years,1988-11-05,Arnstadt (Thuringen), Germany ,,,,2007,0,0,0,0,0,0,0,0,0,0,12,Marcel Kittel
126,2014-09-07,5 ,156.0,Stage,"    Ieper (West-Vlaanderen), Belgium ","Arenberg (Nord-Pas-de-Calais), France",,Lars,Boom,The Netherlands ,N,,1985-12-30,,,,,33  years,1985-12-30,Vlijmen (Noord-Brabant), The Netherlands ,,,,2004,0,0,0,0,0,0,0,0,0,0,15,Lars Boom
127,2014-10-07,6 ,194.0,Stage,"    Arras (Nord-Pas-de-Calais), France ","Reims (Champagne-Ardenne), France",,André,Greipel,Germany ,N,,1982-07-16,,,,,37  years,1982-07-16,Rostock (Mecklenburg-Vorpommern), Germany ,,,,2005,0,0,0,0,0,0,0,0,0,0,14,André Greipel
128,2014-11-07,7 ,234.5,Stage,"    Épernay (Champagne-Ardenne), France ","Nancy (Lorraine), France",,Matteo,Trentin,Italy ,N,,1989-02-08,,,,,30  years,1989-02-08,Borgo Valsugana (Trentino-Alto Adige), Italy ,,,,2012,0,0,0,0,0,0,0,0,0,0,7,Matteo Trentin
129,2014-12-07,8 ,161.0,Stage,"    Tomblaine (Lorraine), France ","La Mauselaine (Lorraine), France",,Blel,Kadri,France ,N,,1986-03-09,,,,,32  years,1986-03-09,Bordeaux (Aquitaine), France ,,,,2009,0,0,0,0,0,0,0,0,0,0,10,Blel Kadri
130,2014-07-13,9 ,170.0,Stage,"    Gérardmer (Lorraine), France ","Mulhouse (Alsace), France",,Tony,Martin,Germany ,N,,1985-04-23,,,,,34  years,1985-04-23,Cottbus (Brandenburg), Germany ,,,,2006,0,0,0,0,0,0,0,0,0,0,13,Tony Martin
131,2014-07-14,10 ,161.5,Stage,"    Mulhouse (Alsace), France ","Planche des Belles Filles (Franche-Comte), France",,Vincenzo,Nibali,Italy ,N,,1984-11-14,,,,,34  years,1984-11-14,Messina (Sicilia), Italy ,,,,2005,0,0,0,0,0,0,0,0,0,0,14,Vincenzo Nibali
132,2014-07-16,11 ,187.5,Stage,"    Besançon (Franche-Comte), France ","Oyonnax (Rhone-Alpes), France",,Tony,Gallopin,France ,N,,1988-05-24,,,,,31  years,1988-05-24,Dourdan (Centre), France ,,,,2008,0,0,0,0,0,0,0,0,0,0,11,Tony Gallopin
133,2014-07-17,12 ,185.5,Stage,"    Bourg-en-Bresse (Rhone-Alpes), France ","Saint-Étienne (Rhone-Alpes), France",,Alexander,Kristoff,Norway ,N,,1987-05-07,,,,,32  years,1987-05-07,Oslo (Oslo), Norway ,,,,2006,0,0,0,0,0,0,0,0,0,0,13,Alexander Kristoff
134,2014-07-18,13 ,197.5,Stage,"    Saint-Étienne (Rhone-Alpes), France ","Chamrousse (Rhone-Alpes), France",,Vincenzo,Nibali,Italy ,N,,1984-11-14,,,,,34  years,1984-11-14,Messina (Sicilia), Italy ,,,,2005,0,0,0,0,0,0,0,0,0,0,14,Vincenzo Nibali
135,2014-07-19,14 ,177.0,Stage,"    Grenoble (Rhone-Alpes), France ","Risoul (Provence-Alpes-Cote d'Azur), France",,Rafal,Majka,Poland ,N,,1989-12-09,,,,,29  years,1989-12-09,Zegartowice (Małopolskie), Poland ,,,,2011,0,0,0,0,0,0,0,0,0,0,8,Rafal Majka
136,2014-07-20,15 ,222.0,Stage,"    Tallard (Provence-Alpes-Cote d'Azur), France ","Nîmes (Languedoc-Roussillon), France",,Alexander,Kristoff,Norway ,N,,1987-05-07,,,,,32  years,1987-05-07,Oslo (Oslo), Norway ,,,,2006,0,0,0,0,0,0,0,0,0,0,13,Alexander Kristoff
137,2014-07-22,16 ,237.5,Stage,"    Carcassonne (Languedoc-Roussillon), France ","Bagnères-de-Luchon (Midi-Pyrenees), France",,Michael,Rogers,Australia ,N,,1979-12-20,,,,,39  years,1979-12-20,Barham (New South Wales), Australia ,,,,2001,2016,0,0,0,0,15,0,0,0,0,15,Michael Rogers
138,2014-07-23,17 ,124.5,Stage,"    Saint-Gaudens (Midi-Pyrenees), France ","Pla d'Adet (Midi-Pyrenees), France",,Rafal,Majka,Poland ,N,,1989-12-09,,,,,29  years,1989-12-09,Zegartowice (Małopolskie), Poland ,,,,2011,0,0,0,0,0,0,0,0,0,0,8,Rafal Majka
139,2014-07-24,18 ,145.5,Stage,"    Pau (Aquitaine), France ","Hautacam  (Midi-Pyrenees), France",,Vincenzo,Nibali,Italy ,N,,1984-11-14,,,,,34  years,1984-11-14,Messina (Sicilia), Italy ,,,,2005,0,0,0,0,0,0,0,0,0,0,14,Vincenzo Nibali
140,2014-07-25,19 ,208.5,Stage,"    Maubourguet (Midi-Pyrenees), France ","Bergerac (Aquitaine), France",,Ramunas,Navardauskas,Lithuania ,N,,1988-01-30,,,,,31  years,1988-01-30,Silale (Taurages Apskritis), Lithuania ,,,,2007,0,0,0,0,0,0,0,0,0,0,12,Ramunas Navardauskas
141,2014-07-26,20 ,54.0,Individual Time Trial,"    Bergerac (Aquitaine), France ","Périgueux (Aquitaine), France",,Tony,Martin,Germany ,N,,1985-04-23,,,,,34  years,1985-04-23,Cottbus (Brandenburg), Germany ,,,,2006,0,0,0,0,0,0,0,0,0,0,13,Tony Martin
142,2014-07-27,21 ,137.5,Stage,"    Évry (Ile-de-France), France ","Paris (Ile-de-France), France",,Marcel,Kittel,Germany ,N,,1988-11-05,,,,,31  years,1988-11-05,Arnstadt (Thuringen), Germany ,,,,2007,0,0,0,0,0,0,0,0,0,0,12,Marcel Kittel
143,2014-07-27,Total Distance,0.0,General Classification,,,2.WT/WT/HC,Vincenzo,Nibali,Italy ,N,,1984-11-14,,,,,34  years,1984-11-14,Messina (Sicilia), Italy ,,,,2005,0,0,0,0,0,0,0,0,0,0,14,Vincenzo Nibali
144,2014-07-27,Total Distance,0.0,Points Classification,,,2.WT/WT/HC,Peter,Sagan,Slovakia ,N,,1990-01-26,,,,,29  years,1990-01-26,Zilina (Zilina), Slovakia ,,,,2009,0,0,0,0,0,0,0,0,0,0,10,Peter Sagan
145,2014-07-27,Total Distance,0.0,Mountains Classification,,,2.WT/WT/HC,Rafal,Majka,Poland ,N,,1989-12-09,,,,,29  years,1989-12-09,Zegartowice (Małopolskie), Poland ,,,,2011,0,0,0,0,0,0,0,0,0,0,8,Rafal Majka
146,2014-07-27,Total Distance,0.0,Young Rider Classification,,,2.WT/WT/HC,Thibaut,Pinot,France ,N,,1990-05-29,,,,,29  years,1990-05-29,Mélisey (Franche-Comte), France ,,,,2010,0,0,0,0,0,0,0,0,0,0,9,Thibaut Pinot
147,2013-06-29,1 ,213.0,Stage,"    Porto-Vecchio (Corse), France ","Bastia (Corse), France",,Marcel,Kittel,Germany ,N,,1988-11-05,,,,,31  years,1988-11-05,Arnstadt (Thuringen), Germany ,,,,2007,0,0,0,0,0,0,0,0,0,0,12,Marcel Kittel
148,2013-06-30,2 ,156.0,Stage,"    Bastia (Corse), France ","Ajaccio (Corse), France",,Jan,Bakelants,Belgium ,N,,1986-02-14,,,,,33  years,1986-02-14,Oudenaarde (Oost-Vlaanderen), Belgium ,,,,2009,0,0,0,0,0,0,0,0,0,0,10,Jan Bakelants
149,2013-01-07,3 ,145.5,Stage,"    Ajaccio (Corse), France ","Calvi (Corse), France",,Simon,Gerrans,Australia ,N,,1980-05-16,,,,,39  years,1980-05-16,Melbourne (Victoria), Australia ,,,,2003,2018,0,0,0,0,15,0,0,0,0,15,Simon Gerrans
150,2013-02-07,4 ,25.0,Team Time Trial,"    Nice (Provence-Alpes-Cote d'Azur), France ","Nice (Provence-Alpes-Cote d'Azur), France",,Simon,Gerrans,Australia ,N,,1980-05-16,,,,,39  years,1980-05-16,Melbourne (Victoria), Australia ,,,,2003,2018,0,0,0,0,15,0,0,0,0,15,Simon Gerrans
151,2013-03-07,5 ,228.5,Stage,"    Cagnes-sur-Mer (Provence-Alpes-Cote d'Azur), France ","Marseille (Provence-Alpes-Cote d'Azur), France",,Mark,Cavendish,Great Britain ,N,,1985-05-21,,,,,34  years,1985-05-21,Isle of Man , Great Britain ,,,,2005,0,0,0,0,0,0,0,0,0,0,14,Mark Cavendish
152,2013-04-07,6 ,176.5,Stage,"    Aix-en-Provence (Provence-Alpes-Cote d'Azur), France ","Montpellier (Languedoc-Roussillon), France",,André,Greipel,Germany ,N,,1982-07-16,,,,,37  years,1982-07-16,Rostock (Mecklenburg-Vorpommern), Germany ,,,,2005,0,0,0,0,0,0,0,0,0,0,14,André Greipel
153,2013-05-07,7 ,205.5,Stage,"    Montpellier (Languedoc-Roussillon), France ","Albi (Midi-Pyrenees), France",,Peter,Sagan,Slovakia ,N,,1990-01-26,,,,,29  years,1990-01-26,Zilina (Zilina), Slovakia ,,,,2009,0,0,0,0,0,0,0,0,0,0,10,Peter Sagan
154,2013-06-07,8 ,195.0,Stage,"    Castres (Midi-Pyrenees), France ","Ax 3 Domaines (Midi-Pyrenees), France",,Chris,Froome,Great Britain ,Y,   KEN ,1985-05-20, 31-12-2007,   GBR ,2008-01-01,,34  years,1985-05-20,Nairobi (Nairobi Area), Kenya ,,,,2007,0,0,0,0,0,0,0,0,0,0,12,Chris Froome
155,2013-07-07,9 ,168.5,Stage,"    Saint-Girons (Midi-Pyrenees), France ","Bagnères-de-Bigorre (Midi-Pyrenees), France",,Dan,Martin,Ireland ,Y,   GBR ,1986-08-20, 31-12-2005,,,,33  years,1986-08-20,Birmingham (Birmingham), Great Britain ,,,,2008,0,0,0,0,0,0,0,0,0,0,11,Dan Martin
156,2013-09-07,10 ,197.0,Stage,"    Saint-Gildas-des-Bois (Pays de la Loire), France ","Saint-Malo (Bretagne), France",,Marcel,Kittel,Germany ,N,,1988-11-05,,,,,31  years,1988-11-05,Arnstadt (Thuringen), Germany ,,,,2007,0,0,0,0,0,0,0,0,0,0,12,Marcel Kittel
157,2013-10-07,11 ,33.0,Individual Time Trial,"    Avranches (Basse-Normandie), France ","Le Mont-Saint-Michel (Basse-Normandie), France",,Tony,Martin,Germany ,N,,1985-04-23,,,,,34  years,1985-04-23,Cottbus (Brandenburg), Germany ,,,,2006,0,0,0,0,0,0,0,0,0,0,13,Tony Martin
158,2013-11-07,12 ,218.0,Stage,"    Fougères (Bretagne), France ","Tours (Centre), France",,Marcel,Kittel,Germany ,N,,1988-11-05,,,,,31  years,1988-11-05,Arnstadt (Thuringen), Germany ,,,,2007,0,0,0,0,0,0,0,0,0,0,12,Marcel Kittel
159,2013-12-07,13 ,173.0,Stage,"    Tours (Centre), France ","Saint-Amand-Montrond (Centre), France",,Mark,Cavendish,Great Britain ,N,,1985-05-21,,,,,34  years,1985-05-21,Isle of Man , Great Britain ,,,,2005,0,0,0,0,0,0,0,0,0,0,14,Mark Cavendish
160,2013-07-13,14 ,191.0,Stage,"    Saint-Pourçain-sur-Sioule (Auvergne), France ","Lyon (Rhone-Alpes), France",,Matteo,Trentin,Italy ,N,,1989-02-08,,,,,30  years,1989-02-08,Borgo Valsugana (Trentino-Alto Adige), Italy ,,,,2012,0,0,0,0,0,0,0,0,0,0,7,Matteo Trentin
161,2013-07-14,15 ,242.5,Stage,"    Givors (Rhone-Alpes), France ","Mont Ventoux (Provence-Alpes-Cote d'Azur), France",,Chris,Froome,Great Britain ,Y,   KEN ,1985-05-20, 31-12-2007,   GBR ,2008-01-01,,34  years,1985-05-20,Nairobi (Nairobi Area), Kenya ,,,,2007,0,0,0,0,0,0,0,0,0,0,12,Chris Froome
162,2013-07-16,16 ,168.0,Stage,"    Vaison-la-Romaine (Provence-Alpes-Cote d'Azur), France ","Gap (Provence-Alpes-Cote d'Azur), France",,Rui Alberto,Faria da Costa,Portugal ,N,,1986-05-10,,,,,32  years,1986-05-10,Póvoa de Varzim (Porto), Portugal ,,,,2007,0,0,0,0,0,0,0,0,0,0,12,Rui Alberto Faria da Costa
163,2013-07-17,17 ,32.0,Individual Time Trial,"    Embrun (Provence-Alpes-Cote d'Azur), France ","Chorges (Provence-Alpes-Cote d'Azur), France",,Chris,Froome,Great Britain ,Y,   KEN ,1985-05-20, 31-12-2007,   GBR ,2008-01-01,,34  years,1985-05-20,Nairobi (Nairobi Area), Kenya ,,,,2007,0,0,0,0,0,0,0,0,0,0,12,Chris Froome
164,2013-07-18,18 ,172.5,Stage,"    Gap (Provence-Alpes-Cote d'Azur), France ","L'Alpe-d'Huez (Rhone-Alpes), France",,Christophe,Riblon,France ,N,,1981-01-17,,,,,38  years,1981-01-17,Tremblay (Bretagne), France ,,,,2005,2017,0,0,0,0,12,0,0,0,0,12,Christophe Riblon
165,2013-07-19,19 ,204.5,Stage,"    Le Bourg-d'Oisans (Rhone-Alpes), France ","Le Grand Bornand (Rhone-Alpes), France",,Rui Alberto,Faria da Costa,Portugal ,N,,1986-05-10,,,,,32  years,1986-05-10,Póvoa de Varzim (Porto), Portugal ,,,,2007,0,0,0,0,0,0,0,0,0,0,12,Rui Alberto Faria da Costa
166,2013-07-20,20 ,125.0,Stage,"    Annecy (Rhone-Alpes), France ","Annecy (Rhone-Alpes), France",,Nairo Alexander,Quintana Rojas,Colombia ,N,,1990-04-02,,,,,29  years,1990-04-02,Cómbita (Boyaca), Colombia ,,,,2009,0,0,0,0,0,0,0,0,0,0,10,Nairo Alexander Quintana Rojas
167,2013-07-21,21 ,133.5,Stage,"    Versailles (Ile-de-France), France ","Paris (Ile-de-France), France",,Marcel,Kittel,Germany ,N,,1988-11-05,,,,,31  years,1988-11-05,Arnstadt (Thuringen), Germany ,,,,2007,0,0,0,0,0,0,0,0,0,0,12,Marcel Kittel
168,2013-07-21,Total Distance,0.0,General Classification,,,WT/WT/GT,Chris,Froome,Great Britain ,Y,   KEN ,1985-05-20, 31-12-2007,   GBR ,2008-01-01,,34  years,1985-05-20,Nairobi (Nairobi Area), Kenya ,,,,2007,0,0,0,0,0,0,0,0,0,0,12,Chris Froome
169,2013-07-21,Total Distance,0.0,Young Rider Classification,,,WT/WT/GT,Nairo Alexander,Quintana Rojas,Colombia ,N,,1990-04-02,,,,,29  years,1990-04-02,Cómbita (Boyaca), Colombia ,,,,2009,0,0,0,0,0,0,0,0,0,0,10,Nairo Alexander Quintana Rojas
170,2013-07-21,Total Distance,0.0,Points Classification,,,WT/WT/GT,Peter,Sagan,Slovakia ,N,,1990-01-26,,,,,29  years,1990-01-26,Zilina (Zilina), Slovakia ,,,,2009,0,0,0,0,0,0,0,0,0,0,10,Peter Sagan
171,2013-07-21,Total Distance,0.0,Mountains Classification,,,WT/WT/GT,Nairo Alexander,Quintana Rojas,Colombia ,N,,1990-04-02,,,,,29  years,1990-04-02,Cómbita (Boyaca), Colombia ,,,,2009,0,0,0,0,0,0,0,0,0,0,10,Nairo Alexander Quintana Rojas
