,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
70,Date:,23-07-2017, Distance:, km,Classification – Road – Points Classification,          Departure:,,              Arrival:,,Category UCI:,2.WT/WT/PT,,Name:,Michael,Family name:,Matthews,Nationality:,Australia ,Gender:, ,Age:,28  years,Date of birth:,26-09-1990,Place of birth:,"Canberra (Australian Capital Territory), Australia ",Professional:,2009-,, , ,,,,,,,
71,Date:,23-07-2017, Distance:, km,Classification – Road – Mountains Classification,          Departure:,,              Arrival:,,Category UCI:,2.WT/WT/PT,,Name:,Warren,Family name:,Barguil,Nationality:,France ,Gender:, ,Age:,27  years,Date of birth:,28-10-1991,Place of birth:,"Hennebont (Bretagne), France ",Professional:,2013-,, , ,,,,,,,
72,Date:,02-07-2016,1º stage Distance:,188 km,Road – Stage,          Departure:,"    Le Mont-Saint-Michel (Basse-Normandie), France ",              Arrival:,"Pouppeville (Basse-Normandie), France",,,,Name:,Mark,Family name:,Cavendish,Nationality:,Great Britain ,Gender:, ,Age:,34  years,Date of birth:,21-05-1985,Place of birth:,"Isle of Man , Great Britain ",Professional:,2005-,, , ,,,,,,,
73,Date:,03-07-2016,2º stage Distance:,182 km,Road – Stage,          Departure:,"    Saint-Lô (Basse-Normandie), France ",              Arrival:,"Cherbourg (Basse-Normandie), France",,,,Name:,Peter,Family name:,Sagan,Nationality:,Slovakia ,Gender:, ,Age:,29  years,Date of birth:,26-01-1990,Place of birth:,"Zilina (Zilina), Slovakia ",Professional:,2009-,, , ,,,,,,,
74,Date:,04-07-2016,3º stage Distance:,222 km,Road – Stage,          Departure:,"    Granville (Basse-Normandie), France ",              Arrival:,"Angers (Pays de la Loire), France",,,,Name:,Mark,Family name:,Cavendish,Nationality:,Great Britain ,Gender:, ,Age:,34  years,Date of birth:,21-05-1985,Place of birth:,"Isle of Man , Great Britain ",Professional:,2005-,, , ,,,,,,,
75,Date:,05-07-2016,4º stage Distance:,232 km,Road – Stage,          Departure:,"    Saumur (Pays de la Loire), France ",              Arrival:,"Limoges (Limousin), France",,,,Name:,Marcel,Family name:,Kittel,Nationality:,Germany ,Gender:, ,Age:,31  years,Date of birth:,11-05-1988,Place of birth:,"Arnstadt (Thuringen), Germany ",Professional:,2007-,, , ,,,,,,,
76,Date:,06-07-2016,5º stage Distance:,216 km,Road – Stage,          Departure:,"    Limoges (Limousin), France ",              Arrival:,"Laveissière (Auvergne), France",,,,Name:,Greg,Family name:,Van Avermaet,Nationality:,Belgium ,Gender:, ,Age:,34  years,Date of birth:,17-05-1985,Place of birth:,"Lokeren (Oost-Vlaanderen), Belgium ",Professional:,2006-,Websites:,http://www.gregvanavermaet.be/, , ,,,,,,
77,Date:,07-07-2016,6º stage Distance:,187 km,Road – Stage,          Departure:,"    Arpajon-sur-Cère (Auvergne), France ",              Arrival:,"Montauban (Midi-Pyrenees), France",,,,Name:,Mark,Family name:,Cavendish,Nationality:,Great Britain ,Gender:, ,Age:,34  years,Date of birth:,21-05-1985,Place of birth:,"Isle of Man , Great Britain ",Professional:,2005-,, , ,,,,,,,
78,Date:,08-07-2016,7º stage Distance:,172 km,Road – Stage,          Departure:,"    L'Isle-Jourdain (Midi-Pyrenees), France ",              Arrival:,"Payolle (Midi-Pyrenees), France",,,,Name:,Stephen,Family name:,Cummings,Nationality:,Great Britain ,Gender:, ,Age:,38  years,Date of birth:,19-03-1981,Place of birth:,"Wirral , Great Britain ",Professional:,2005-,, , ,,,,,,,
79,Date:,09-07-2016,8º stage Distance:,183 km,Road – Stage,          Departure:,"    Pau (Aquitaine), France ",              Arrival:,"Bagnères-de-Luchon (Midi-Pyrenees), France",,,,Name:,Chris,Family name:,Froome,Nationality:,Great Britain ,,   GBR from 01-01-2008,   KEN from 20-05-1985 until 31-12-2007,Gender:, ,Age:,34  years,Date of birth:,20-05-1985,Place of birth:,"Nairobi (Nairobi Area), Kenya ",Professional:,2007-,, , ,,,,
80,Date:,10-07-2016,9º stage Distance:,184 km,Road – Stage,          Departure:,"    Vielha (Cataluña), Spain ",              Arrival:,"Andorra (Andorra la Vella), Andorra",,,,Name:,Tom,Family name:,Dumoulin,Nationality:,The Netherlands ,Gender:, ,Age:,28  years,Date of birth:,11-11-1990,Place of birth:,"Maastricht (Limburg), The Netherlands ",Professional:,2012-,, , ,,,,,,,
81,Date:,12-07-2016,10º stage Distance:,198 km,Road – Stage,          Departure:,"    Andorra (Andorra la Vella), Andorra ",              Arrival:,"Revel (Midi-Pyrenees), France",,,,Name:,Michael,Family name:,Matthews,Nationality:,Australia ,Gender:, ,Age:,28  years,Date of birth:,26-09-1990,Place of birth:,"Canberra (Australian Capital Territory), Australia ",Professional:,2009-,, , ,,,,,,,
82,Date:,13-07-2016,11º stage Distance:,164 km,Road – Stage,          Departure:,"    Carcassonne (Languedoc-Roussillon), France ",              Arrival:,"Montpellier (Poitou-Charentes), France",,,,Name:,Peter,Family name:,Sagan,Nationality:,Slovakia ,Gender:, ,Age:,29  years,Date of birth:,26-01-1990,Place of birth:,"Zilina (Zilina), Slovakia ",Professional:,2009-,, , ,,,,,,,
83,Date:,14-07-2016,12º stage Distance:,185 km,Road – Stage,          Departure:,"    Montpellier (Languedoc-Roussillon), France ",              Arrival:,"Mont Ventoux (Provence-Alpes-Cote d'Azur), France",,,,Name:,Thomas,Family name:,De Gendt,Nationality:,Belgium ,Gender:, ,Age:,32  years,Date of birth:,06-11-1986,Place of birth:,"Sint-Niklaas (Oost-Vlaanderen), Belgium ",Professional:,2006-,, , ,,,,,,,
84,Date:,15-07-2016,13º stage Distance:,37 km,Road – Individual Time Trial,          Departure:,"    Bourg-Saint-Andéol (Rhone-Alpes), France ",              Arrival:,"Caverne du Pont d'Arc (Rhone-Alpes), France",,,,Name:,Tom,Family name:,Dumoulin,Nationality:,The Netherlands ,Gender:, ,Age:,28  years,Date of birth:,11-11-1990,Place of birth:,"Maastricht (Limburg), The Netherlands ",Professional:,2012-,, , ,,,,,,,
85,Date:,16-07-2016,14º stage Distance:,208 km,Road – Stage,          Departure:,"    Montélimar (Rhone-Alpes), France ",              Arrival:,"Villars-les-Dombes (Rhone-Alpes), France",,,,Name:,Mark,Family name:,Cavendish,Nationality:,Great Britain ,Gender:, ,Age:,34  years,Date of birth:,21-05-1985,Place of birth:,"Isle of Man , Great Britain ",Professional:,2005-,, , ,,,,,,,
86,Date:,17-07-2016,15º stage Distance:,159 km,Road – Stage,          Departure:,"    Bourg-en-Bresse (Rhone-Alpes), France ",              Arrival:,"Culoz (Rhone-Alpes), France",,,,Name:,Jarlinson,Family name:,Pantano Gómez,Nationality:,Colombia ,Gender:, ,Age:,30  years,Date of birth:,19-11-1988,Place of birth:,"Cali (Valle del Cauca), Colombia ",Professional:,2007-,, , ,,,,,,,
87,Date:,18-07-2016,16º stage Distance:,206 km,Road – Stage,          Departure:,"    Moirans-en-Montagne (Franche-Comte), France ",              Arrival:,"Bern (Bern), Switzerland",,,,Name:,Peter,Family name:,Sagan,Nationality:,Slovakia ,Gender:, ,Age:,29  years,Date of birth:,26-01-1990,Place of birth:,"Zilina (Zilina), Slovakia ",Professional:,2009-,, , ,,,,,,,
88,Date:,20-07-2016,17º stage Distance:,184 km,Road – Stage,          Departure:,"    Bern (Bern), Switzerland ",              Arrival:,"Finhaut (Valais), Switzerland",,,,Name:,Ilnur,Family name:,Zakarin,Nationality:,Russia ,Gender:, ,Age:,29  years,Date of birth:,15-09-1989,Place of birth:,"Naberezhnyy (Chechnya), Russia ",Professional:,2012-,, , ,,,,,,,
89,Date:,21-07-2016,18º stage Distance:,17 km,Road – Climb Time Trial,          Departure:,"    Sallanches (Rhone-Alpes), France ",              Arrival:,"Megève (Rhone-Alpes), France",,,,Name:,Chris,Family name:,Froome,Nationality:,Great Britain ,,   GBR from 01-01-2008,   KEN from 20-05-1985 until 31-12-2007,Gender:, ,Age:,34  years,Date of birth:,20-05-1985,Place of birth:,"Nairobi (Nairobi Area), Kenya ",Professional:,2007-,, , ,,,,
90,Date:,22-07-2016,19º stage Distance:,146 km,Road – Stage,          Departure:,"    Albertville (Rhone-Alpes), France ",              Arrival:,"Saint-Gervais-les-Bains (Rhone-Alpes), France",,,,Name:,Romain,Family name:,Bardet,Nationality:,France ,Gender:, ,Age:,28  years,Date of birth:,09-11-1990,Place of birth:,"Brioude (Auvergne), France ",Professional:,2012-,, , ,,,,,,,
91,Date:,23-07-2016,20º stage Distance:,146 km,Road – Stage,          Departure:,"    Megève (Rhone-Alpes), France ",              Arrival:,"Morzine (Rhone-Alpes), France",,,,Name:,Jon,Family name:,Izaguirre Insausti,Nationality:,Spain ,Gender:, ,Age:,30  years,Date of birth:,04-02-1989,Place of birth:,"Ormáiztegui (Pais Vasco), Spain ",Professional:,2010-,, , ,,,,,,,
92,Date:,24-07-2016,21º stage Distance:,113 km,Road – Stage,          Departure:,"    Chantilly (Picardie), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,André,Family name:,Greipel,Nationality:,Germany ,Gender:, ,Age:,37  years,Date of birth:,16-07-1982,Place of birth:,"Rostock (Mecklenburg-Vorpommern), Germany ",Professional:,2005-,Websites:,http://www.andregreipel.de/ , , ,,,,,,
93,Date:,24-07-2016, Distance:, km,Classification – Road – General Classification,          Departure:,,              Arrival:,,Category UCI:,2.WT/WT/PT,,Name:,Chris,Family name:,Froome,Nationality:,Great Britain ,,   GBR from 01-01-2008,   KEN from 20-05-1985 until 31-12-2007,Gender:, ,Age:,34  years,Date of birth:,20-05-1985,Place of birth:,"Nairobi (Nairobi Area), Kenya ",Professional:,2007-,, , ,,,,
94,Date:,24-07-2016, Distance:, km,Classification – Road – Points Classification,          Departure:,,              Arrival:,,Category UCI:,2.WT/WT/HC,,Name:,Peter,Family name:,Sagan,Nationality:,Slovakia ,Gender:, ,Age:,29  years,Date of birth:,26-01-1990,Place of birth:,"Zilina (Zilina), Slovakia ",Professional:,2009-,, , ,,,,,,,
95,Date:,24-07-2016, Distance:, km,Classification – Road – Mountains Classification,          Departure:,,              Arrival:,,Category UCI:,2.WT/WT/HC,,Name:,Rafal,Family name:,Majka,Nationality:,Poland ,Gender:, ,Age:,29  years,Date of birth:,12-09-1989,Place of birth:,"Zegartowice (Małopolskie), Poland ",Professional:,2011-,, , ,,,,,,,
96,Date:,24-07-2016, Distance:, km,Classification – Road – Young Rider Classification,          Departure:,,              Arrival:,,Category UCI:,2.WT/WT/HC,,Name:,Adam,Family name:,Yates,Nationality:,Great Britain ,Gender:, ,Age:,27  years,Date of birth:,07-08-1992,Place of birth:,"Bury (Bury), Great Britain ",Professional:,2014-,, , ,,,,,,,
97,Date:,04-07-2015,1º stage Distance:,13.8 km,Road – Individual Time Trial,          Departure:,"    Utrecht (Utrecht), The Netherlands ",              Arrival:,"Utrecht (Utrecht), The Netherlands",,,,Name:,Rohan,Family name:,Dennis,Nationality:,Australia ,Gender:, ,Age:,29  years,Date of birth:,28-05-1990,Place of birth:,"Ashford (New South Wales), Australia ",Professional:,2009-,, , ,,,,,,,
98,Date:,05-07-2015,2º stage Distance:,166 km,Road – Stage,          Departure:,"    Utrecht (Utrecht), The Netherlands ",              Arrival:,"Neeltje Jans (Zeeland), The Netherlands",,,,Name:,André,Family name:,Greipel,Nationality:,Germany ,Gender:, ,Age:,37  years,Date of birth:,16-07-1982,Place of birth:,"Rostock (Mecklenburg-Vorpommern), Germany ",Professional:,2005-,Websites:,http://www.andregreipel.de/ , , ,,,,,,
99,Date:,06-07-2015,3º stage Distance:,159.5 km,Road – Stage,          Departure:,"    Antwerpen (Antwerpen), Belgium ",              Arrival:,"Huy (Liege), Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Date:,07-07-2015,4º stage Distance:,223.5 km,Road – Stage,          Departure:,"    Seraing (Liege), Belgium ",              Arrival:,"Cambrai (Nord-Pas-de-Calais), France",,,,Name:,Tony,Family name:,Martin,Nationality:,Germany ,Gender:, ,Age:,34  years,Date of birth:,23-04-1985,Place of birth:,"Cottbus (Brandenburg), Germany ",Professional:,2006-,, , ,,,,,,,
101,Date:,08-07-2015,5º stage Distance:,189.5 km,Road – Stage,          Departure:,"    Arras (Nord-Pas-de-Calais), France ",              Arrival:,"Amiens (Picardie), France",,,,Name:,André,Family name:,Greipel,Nationality:,Germany ,Gender:, ,Age:,37  years,Date of birth:,16-07-1982,Place of birth:,"Rostock (Mecklenburg-Vorpommern), Germany ",Professional:,2005-,Websites:,http://www.andregreipel.de/ , , ,,,,,,
102,Date:,09-07-2015,6º stage Distance:,191.5 km,Road – Stage,          Departure:,"    Abbeville (Picardie), France ",              Arrival:,"Le Havre (Haute-Normandie), France",,,,Name:,Zdeněk,Family name:,Štybar,Nationality:,Czech Republic ,Gender:, ,Age:,33  years,Date of birth:,11-12-1985,Place of birth:,"Plana U Marianskych Lazni (Plzensky Kraj), Czech Republic ",Professional:,2005-,Websites:,http://www.zdenekstybar.com/, , ,,,,,,
103,Date:,10-07-2015,7º stage Distance:,190.5 km,Road – Stage,          Departure:,"    Livarot (Basse-Normandie), France ",              Arrival:,"Fougères (Bretagne), France",,,,Name:,Mark,Family name:,Cavendish,Nationality:,Great Britain ,Gender:, ,Age:,34  years,Date of birth:,21-05-1985,Place of birth:,"Isle of Man , Great Britain ",Professional:,2005-,, , ,,,,,,,
104,Date:,11-07-2015,8º stage Distance:,181.5 km,Road – Stage,          Departure:,"    Rennes (Bretagne), France ",              Arrival:,"Mur-de-Bretagne (Bretagne), France",,,,Name:,Alexis,Family name:,Vuillermoz,Nationality:,France ,Gender:, ,Age:,31  years,Date of birth:,01-06-1988,Place of birth:,"Saint-Claude (Franche-Comte), France ",Professional:,2013-,, , ,,,,,,,
105,Date:,12-07-2015,9º stage Distance:,28 km,Road – Team Time Trial,          Departure:,"    Vannes (Bretagne), France ",              Arrival:,"Plumelec (Bretagne), France",,,,Name:,Tejay,Family name:,Van Garderen,Nationality:,United States of America ,Gender:, ,Age:,31  years,Date of birth:,12-08-1988,Place of birth:,"Tacoma (Washington), United States of America ",Professional:,2008-,, , ,,,,,,,
106,Date:,14-07-2015,10º stage Distance:,167 km,Road – Stage,          Departure:,"    Tarbes (Midi-Pyrenees), France ",              Arrival:,"Col de la Pierre Saint-Martin (Midi-Pyrenees), France",,,,Name:,Chris,Family name:,Froome,Nationality:,Great Britain ,,   GBR from 01-01-2008,   KEN from 20-05-1985 until 31-12-2007,Gender:, ,Age:,34  years,Date of birth:,20-05-1985,Place of birth:,"Nairobi (Nairobi Area), Kenya ",Professional:,2007-,, , ,,,,
107,Date:,15-07-2015,11º stage Distance:,188 km,Road – Stage,          Departure:,"    Pau (Aquitaine), France ",              Arrival:,"Cauterets (Midi-Pyrenees), France",,,,Name:,Rafal,Family name:,Majka,Nationality:,Poland ,Gender:, ,Age:,29  years,Date of birth:,12-09-1989,Place of birth:,"Zegartowice (Małopolskie), Poland ",Professional:,2011-,, , ,,,,,,,
108,Date:,16-07-2015,12º stage Distance:,195 km,Road – Stage,          Departure:,"    Lannemezan (Midi-Pyrenees), France ",              Arrival:,"Plateau de Beille (Midi-Pyrenees), France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Date:,17-07-2015,13º stage Distance:,198.5 km,Road – Stage,          Departure:,"    Muret (Midi-Pyrenees), France ",              Arrival:,"Rodez (Midi-Pyrenees), France",,,,Name:,Greg,Family name:,Van Avermaet,Nationality:,Belgium ,Gender:, ,Age:,34  years,Date of birth:,17-05-1985,Place of birth:,"Lokeren (Oost-Vlaanderen), Belgium ",Professional:,2006-,Websites:,http://www.gregvanavermaet.be/, , ,,,,,,
110,Date:,18-07-2015,14º stage Distance:,178.5 km,Road – Stage,          Departure:,"    Rodez (Midi-Pyrenees), France ",              Arrival:,"Mende (Languedoc-Roussillon), France",,,,Name:,Stephen,Family name:,Cummings,Nationality:,Great Britain ,Gender:, ,Age:,38  years,Date of birth:,19-03-1981,Place of birth:,"Wirral , Great Britain ",Professional:,2005-,, , ,,,,,,,
111,Date:,19-07-2015,15º stage Distance:,183 km,Road – Stage,          Departure:,"    Mende (Languedoc-Roussillon), France ",              Arrival:,"Valence (Languedoc-Roussillon), France",,,,Name:,André,Family name:,Greipel,Nationality:,Germany ,Gender:, ,Age:,37  years,Date of birth:,16-07-1982,Place of birth:,"Rostock (Mecklenburg-Vorpommern), Germany ",Professional:,2005-,Websites:,http://www.andregreipel.de/ , , ,,,,,,
112,Date:,20-07-2015,16º stage Distance:,201 km,Road – Stage,          Departure:,"    Bourg-de-Péage (Rhone-Alpes), France ",              Arrival:,"Gap (Provence-Alpes-Cote d'Azur), France",,,,Name:,Rubén,Family name:,Plaza Molina,Nationality:,Spain ,Gender:, ,Age:,39  years,Date of birth:,29-02-1980,Place of birth:,"Ibi (Comunidad Valenciana), Spain ",Professional:,2001-,, , ,,,,,,,
113,Date:,22-07-2015,17º stage Distance:,161 km,Road – Stage,          Departure:,"    Digne (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Pra-Loup (Provence-Alpes-Cote d'Azur), France",,,,Name:,Simon,Family name:,Geschke,Nationality:,Germany ,Gender:, ,Age:,33  years,Date of birth:,13-03-1986,Place of birth:,"Berlin (Berlin), Germany ",Professional:,2009-,, , ,,,,,,,
114,Date:,23-07-2015,18º stage Distance:,186.5 km,Road – Stage,          Departure:,"    Gap (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Saint-Jean-de-Maurienne (Rhone-Alpes), France",,,,Name:,Romain,Family name:,Bardet,Nationality:,France ,Gender:, ,Age:,28  years,Date of birth:,09-11-1990,Place of birth:,"Brioude (Auvergne), France ",Professional:,2012-,, , ,,,,,,,
115,Date:,24-07-2015,19º stage Distance:,138 km,Road – Stage,          Departure:,"    Saint-Jean-de-Maurienne (Rhone-Alpes), France ",              Arrival:,"La Toussuire (Rhone-Alpes), France",,,,Name:,Vincenzo,Family name:,Nibali,Nationality:,Italy ,Gender:, ,Age:,34  years,Date of birth:,14-11-1984,Place of birth:,"Messina (Sicilia), Italy ",Professional:,2005-,, , ,,,,,,,
116,Date:,25-07-2015,20º stage Distance:,110.5 km,Road – Stage,          Departure:,"    Modane (Rhone-Alpes), France ",              Arrival:,"L'Alpe-d'Huez (Rhone-Alpes), France",,,,Name:,Thibaut,Family name:,Pinot,Nationality:,France ,Gender:, ,Age:,29  years,Date of birth:,29-05-1990,Place of birth:,"Mélisey (Franche-Comte), France ",Professional:,2010-,, , ,,,,,,,
