0,1,2,3,4,5,6,7,8,9,10,11,12
,Date:,11-07-2013,12º stage Distance:,218 km,Road – Stage,          Departure:,"    Fougères (Bretagne), France ",              Arrival:,"Tours (Centre), France",,,
,Date:,12-07-2013,13º stage Distance:,173 km,Road – Stage,          Departure:,"    Tours (Centre), France ",              Arrival:,"Saint-Amand-Montrond (Centre), France",,,
,Date:,13-07-2013,14º stage Distance:,191 km,Road – Stage,          Departure:,"    Saint-Pourçain-sur-Sioule (Auvergne), France ",              Arrival:,"Lyon (Rhone-Alpes), France",,,
,Date:,14-07-2013,15º stage Distance:,"242,5 km",Road – Stage,          Departure:,"    Givors (Rhone-Alpes), France ",              Arrival:,"Mont Ventoux (Provence-Alpes-Cote d'Azur), France",,,
,Date:,16-07-2013,16º stage Distance:,168 km,Road – Stage,          Departure:,"    Vaison-la-Romaine (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Gap (Provence-Alpes-Cote d'Azur), France",,,
,Date:,17-07-2013,17º stage Distance:,32 km,Road – Individual Time Trial,          Departure:,"    Embrun (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Chorges (Provence-Alpes-Cote d'Azur), France",,,
,Date:,18-07-2013,18º stage Distance:,"172,5 km",Road – Stage,          Departure:,"    Gap (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"L'Alpe-d'Huez (Rhone-Alpes), France",,,
,Date:,19-07-2013,19º stage Distance:,"204,5 km",Road – Stage,          Departure:,"    Le Bourg-d'Oisans (Rhone-Alpes), France ",              Arrival:,"Le Grand Bornand (Rhone-Alpes), France",,,
,Date:,20-07-2013,20º stage Distance:,125 km,Road – Stage,          Departure:,"    Annecy (Rhone-Alpes), France ",              Arrival:,"Annecy (Rhone-Alpes), France",,,
,Date:,21-07-2013,21º stage Distance:,"133,5 km",Road – Stage,          Departure:,"    Versailles (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,21-07-2013, Distance:, km,Classification – Road – General Classification,          Departure:,,              Arrival:,,Category UCI:,WT/WT/GT,
,Date:,21-07-2013, Distance:, km,Classification – Road – Young Rider Classification,          Departure:,,              Arrival:,,Category UCI:,WT/WT/GT,
,Date:,21-07-2013, Distance:, km,Classification – Road – Points Classification,          Departure:,,              Arrival:,,Category UCI:,WT/WT/GT,
,Date:,21-07-2013, Distance:, km,Classification – Road – Mountains Classification,          Departure:,,              Arrival:,,Category UCI:,WT/WT/GT,
,Date:,30-06-2012,Prologue  Distance:,"6,4 km",Road – Prologue,          Departure:,"    Liège (Liege), Belgium ",              Arrival:,"Liège (Liege), Belgium",,,
,Date:,01-07-2012,1º stage Distance:,198 km,Road – Stage,          Departure:,"    Liège (Liege), Belgium ",              Arrival:,"Seraing (Liege), Belgium",,,
,Date:,02-07-2012,2º stage Distance:,"207,5 km",Road – Stage,          Departure:,"    Visé (Liege), Belgium ",              Arrival:,"Tournai (Hainaut), Belgium",,,
,Date:,03-07-2012,3º stage Distance:,197 km,Road – Stage,          Departure:,"    Orchies (Nord-Pas-de-Calais), France ",              Arrival:,"Boulogne-sur-Mer (Nord-Pas-de-Calais), France",,,
,Date:,04-07-2012,4º stage Distance:,"214,5 km",Road – Stage,          Departure:,"    Abbeville (Picardie), France ",              Arrival:,"Rouen (Haute-Normandie), France",,,
,Date:,05-07-2012,5º stage Distance:,"196,5 km",Road – Stage,          Departure:,"    Rouen (Haute-Normandie), France ",              Arrival:,"Saint-Quentin (Picardie), France",,,
,Date:,06-07-2012,6º stage Distance:,"207,5 km",Road – Stage,          Departure:,"    Épernay (Champagne-Ardenne), France ",              Arrival:,"Metz (Lorraine), France",,,
,Date:,07-07-2012,7º stage Distance:,199 km,Road – Stage,          Departure:,"    Tomblaine (Lorraine), France ",              Arrival:,"Planche des Belles Filles (Franche-Comte), France",,,
,Date:,08-07-2012,8º stage Distance:,"157,5 km",Road – Stage,          Departure:,"    Belfort (Franche-Comte), France ",              Arrival:,"Porrentruy (Jura), Switzerland",,,
,Date:,09-07-2012,9º stage Distance:,"41,5 km",Road – Individual Time Trial,          Departure:,"    Arc-et-Senans (Franche-Comte), France ",              Arrival:,"Besançon (Franche-Comte), France",,,
,Date:,11-07-2012,10º stage Distance:,"194,5 km",Road – Stage,          Departure:,"    Mâcon (Bourgogne), France ",              Arrival:,"Bellegarde-sur-Valserine (Rhone-Alpes), France",,,
,Date:,12-07-2012,11º stage Distance:,148 km,Road – Stage,          Departure:,"    Albertville (Rhone-Alpes), France ",              Arrival:,"Fontcouverte (Rhone-Alpes), France",,,
,Date:,13-07-2012,12º stage Distance:,226 km,Road – Stage,          Departure:,"    Saint-Jean-de-Maurienne (Rhone-Alpes), France ",              Arrival:,"Annonay (Rhone-Alpes), France",,,
,Date:,14-07-2012,13º stage Distance:,217 km,Road – Stage,          Departure:,"    Saint-Paul-Trois-Châteaux (Rhone-Alpes), France ",              Arrival:,"Le Cap d'Agde (Languedoc-Roussillon), France",,,
,Date:,15-07-2012,14º stage Distance:,191 km,Road – Stage,          Departure:,"    Limoux (Languedoc-Roussillon), France ",              Arrival:,"Foix-sur-Ariège (Midi-Pyrenees), France",,,
,Date:,16-07-2012,15º stage Distance:,"158,5 km",Road – Stage,          Departure:,"    Samatan (Midi-Pyrenees), France ",              Arrival:,"Pau (Aquitaine), France",,,
,Date:,18-07-2012,16º stage Distance:,197 km,Road – Stage,          Departure:,"    Pau (Aquitaine), France ",              Arrival:,"Bagnères-de-Luchon (Midi-Pyrenees), France",,,
,Date:,19-07-2012,17º stage Distance:,"143,5 km",Road – Stage,          Departure:,"    Bagnères-de-Luchon (Midi-Pyrenees), France ",              Arrival:,"Peyragudes (Midi-Pyrenees), France",,,
,Date:,20-07-2012,18º stage Distance:,"222,5 km",Road – Stage,          Departure:,"    Blagnac (Midi-Pyrenees), France ",              Arrival:,"Brive-la-Gaillarde (Limousin), France",,,
,Date:,21-07-2012,19º stage Distance:,"53,5 km",Road – Individual Time Trial,          Departure:,"    Bonneval (Rhone-Alpes), France ",              Arrival:,"Chartres (Centre), France",,,
,Date:,22-07-2012,20º stage Distance:,120 km,Road – Stage,          Departure:,"    Rambouillet (Ile de France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,22-07-2012, Distance:, km,Classification – Road – General Classification,          Departure:,,              Arrival:,,Category UCI:,WT/WT/GT,
,Date:,22-07-2012, Distance:, km,Classification – Road – Mountains Classification,          Departure:,,              Arrival:,,Category UCI:,WT/WT/GT,
,Date:,22-07-2012, Distance:, km,Classification – Road – Points Classification,          Departure:,,              Arrival:,,Category UCI:,WT/WT/GT,
,Date:,22-07-2012, Distance:, km,Classification – Road – Young Rider Classification,          Departure:,,              Arrival:,,Category UCI:,WT/WT/GT,
,Date:,02-07-2011,1º stage Distance:,"191,5 km",Road – Stage,          Departure:,"    Passage du Gois (Pays de la Loire), France ",              Arrival:,"Mont des Alouettes (Pays de la Loire), France",,,
,Date:,03-07-2011,2º stage Distance:,23 km,Road – Team Time Trial,          Departure:,"    Les Essarts (Pays de la Loire), France ",              Arrival:,"Les Essarts (Pays de la Loire), France",,,
,Date:,04-07-2011,3º stage Distance:,198 km,Road – Stage,          Departure:,"    Olonne-sur-Mer (Pays de la Loire), France ",              Arrival:,"Redon (Bretagne), France",,,
,Date:,05-07-2011,4º stage Distance:,"172,5 km",Road – Stage,          Departure:,"    Lorient (Bretagne), France ",              Arrival:,"Mur-de-Bretagne (Bretagne), France",,,
,Date:,06-07-2011,5º stage Distance:,"164,5 km",Road – Stage,          Departure:,"    Carhaix (Bretagne), France ",              Arrival:,"Cap Fréhel (Bretagne), France",,,
,Date:,07-07-2011,6º stage Distance:,"226,5 km",Road – Stage,          Departure:,"    Dinan (Bretagne), France ",              Arrival:,"Lisieux (Basse-Normandie), France",,,
,Date:,08-07-2011,7º stage Distance:,218 km,Road – Stage,          Departure:,"    Le Mans (Pays de la Loire), France ",              Arrival:,"Châteauroux (Centre), France",,,
,Date:,09-07-2011,8º stage Distance:,189 km,Road – Stage,          Departure:,"    Aigurande (Centre), France ",              Arrival:,"Super Besse (Auvergne), France",,,
,Date:,10-07-2011,9º stage Distance:,208 km,Road – Stage,          Departure:,"    Issoire (Auvergne), France ",              Arrival:,"Saint-Flour (Auvergne), France",,,
,Date:,12-07-2011,10º stage Distance:,158 km,Road – Stage,          Departure:,"    Aurillac (Auvergne), France ",              Arrival:,"Carmaux (Midi-Pyrenees), France",,,
,Date:,13-07-2011,11º stage Distance:,"167,5 km",Road – Stage,          Departure:,"    Blaye-les-Mines (Midi-Pyrenees), France ",              Arrival:,"Lavaur (Midi-Pyrenees), France",,,
,Date:,14-07-2011,12º stage Distance:,211 km,Road – Stage,          Departure:,"    Cugnaux (Midi-Pyrenees), France ",              Arrival:,"Luz (Midi-Pyrenees), France",,,
,Date:,15-07-2011,13º stage Distance:,"152,5 km",Road – Stage,          Departure:,"    Pau (Aquitaine), France ",              Arrival:,"Lourdes (Midi-Pyrenees), France",,,
,Date:,16-07-2011,14º stage Distance:,"168,5 km",Road – Stage,          Departure:,"    Saint-Gaudens (Midi-Pyrenees), France ",              Arrival:,"Plateau de Beille (Midi-Pyrenees), France",,,
,Date:,17-07-2011,15º stage Distance:,"192,5 km",Road – Stage,          Departure:,"    Limoux (Languedoc-Roussillon), France ",              Arrival:,"Montpellier (Languedoc-Roussillon), France",,,
,Date:,19-07-2011,16º stage Distance:,"162,5 km",Road – Stage,          Departure:,"    Saint-Paul-Trois-Châteaux (Rhone-Alpes), France ",              Arrival:,"Gap (Provence-Alpes-Cote d'Azur), France",,,
,Date:,20-07-2011,17º stage Distance:,179 km,Road – Stage,          Departure:,"    Gap (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Pinerolo (Piemonte), Italy",,,
,Date:,21-07-2011,18º stage Distance:,"200,5 km",Road – Stage,          Departure:,"    Pinerolo (Piemonte), Italy ",              Arrival:,"Col du Galibier (Provence-Alpes-Cote d'Azur), France",,,
,Date:,22-07-2011,19º stage Distance:,"109,5 km",Road – Stage,          Departure:,"    Modane (Rhone-Alpes), France ",              Arrival:,"L'Alpe-d'Huez (Rhone-Alpes), France",,,
,Date:,23-07-2011,20º stage Distance:,"42,5 km",Road – Individual Time Trial,          Departure:,"    Grenoble (Rhone-Alpes), France ",              Arrival:,"Grenoble (Rhone-Alpes), France",,,
,Date:,24-07-2011,21º stage Distance:,95 km,Road – Stage,          Departure:,"    Créteil (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,24-07-2011, Distance:, km,Classification – Road – Mountains Classification,          Departure:,,              Arrival:,,Category UCI:,2.WT/WT/HC,
,Date:,24-07-2011, Distance:, km,Classification – Road – General Classification,          Departure:,,              Arrival:,,Category UCI:,2.WT/WT/HC,
,Date:,24-07-2011, Distance:, km,Classification – Road – Young Rider Classification,          Departure:,,              Arrival:,,Category UCI:,2.WT/WT/HC,
,Date:,24-07-2011, Distance:, km,Classification – Road – Points Classification,          Departure:,,              Arrival:,,Category UCI:,2.WT/WT/HC,
,Date:,03-07-2010,Prologue  Distance:,"8,9 km",Road – Prologue,          Departure:,"    Rotterdam (Zuid-Holland), The Netherlands ",              Arrival:,"Rotterdam (Zuid-Holland), The Netherlands",,,
,Date:,04-07-2010,1º stage Distance:,"223,5 km",Road – Stage,          Departure:,"    Rotterdam (Zuid-Holland), The Netherlands ",              Arrival:,"Bruxelles (Brussels Hoofdstedelijk Gewest), Belgium",,,
,Date:,05-07-2010,2º stage Distance:,201 km,Road – Stage,          Departure:,"    Brussel/Bruxelles (Brussels Hoofdstedelijk Gewest), Belgium ",              Arrival:,"Spa (Liege), Belgium",,,
,Date:,06-07-2010,3º stage Distance:,213 km,Road – Stage,          Departure:,"    Wanze (Liege), Belgium ",              Arrival:,"Arenberg (Nord-Pas-de-Calais), France",,,
,Date:,07-07-2010,4º stage Distance:,"153,5 km",Road – Stage,          Departure:,"    Cambrai (Nord-Pas-de-Calais), France ",              Arrival:,"Reims (Champagne-Ardenne), France",,,
,Date:,08-07-2010,5º stage Distance:,"187,5 km",Road – Stage,          Departure:,"    Épernay (Champagne-Ardenne), France ",              Arrival:,"Montargis (Centre), France",,,
,Date:,09-07-2010,6º stage Distance:,"227,5 km",Road – Stage,          Departure:,"    Montargis (Centre), France ",              Arrival:,"Gueugnon (Bourgogne), France",,,
,Date:,10-07-2010,7º stage Distance:,"165,5 km",Road – Stage,          Departure:,"    Tournus (Bourgogne), France ",              Arrival:,"Les Rousses (Provence-Alpes-Cote d'Azur), France",,,
,Date:,11-07-2010,8º stage Distance:,189 km,Road – Stage,          Departure:,"    Les Rousses (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Morzine (Rhone-Alpes), France",,,
,Date:,13-07-2010,9º stage Distance:,"204,5 km",Road – Stage,          Departure:,"    Morzine (Rhone-Alpes), France ",              Arrival:,"Saint-Jean-de-Maurienne (Rhone-Alpes), France",,,
,Date:,14-07-2010,10º stage Distance:,179 km,Road – Stage,          Departure:,"    Chambéry (Rhone-Alpes), France ",              Arrival:,"Gap (Provence-Alpes-Cote d'Azur), France",,,
,Date:,15-07-2010,11º stage Distance:,"184,5 km",Road – Stage,          Departure:,"    Sisteron (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Bourg-lès-Valence (Rhone-Alpes), France",,,
,Date:,16-07-2010,12º stage Distance:,"210,5 km",Road – Stage,          Departure:,"    Bourg-de-Péage (Rhone-Alpes), France ",              Arrival:,"Mende (Languedoc-Roussillon), France",,,
,Date:,17-07-2010,13º stage Distance:,196 km,Road – Stage,          Departure:,"    Rodez (Midi-Pyrenees), France ",              Arrival:,"Revel (Midi-Pyrenees), France",,,
,Date:,18-07-2010,14º stage Distance:,"184,5 km",Road – Stage,          Departure:,"    Revel (Midi-Pyrenees), France ",              Arrival:,"Ax-les-Thermes (Midi-Pyrenees), France",,,
,Date:,19-07-2010,15º stage Distance:,187 km,Road – Stage,          Departure:,"    Pamiers (Midi-Pyrenees), France ",              Arrival:,"Bagnères-de-Luchon (Midi-Pyrenees), France",,,
,Date:,20-07-2010,16º stage Distance:,"199,5 km",Road – Stage,          Departure:,"    Bagnères-de-Luchon (Midi-Pyrenees), France ",              Arrival:,"Pau (Aquitaine), France",,,
,Date:,22-07-2010,17º stage Distance:,174 km,Road – Stage,          Departure:,"    Pau (Aquitaine), France ",              Arrival:,"Col du Tourmalet (Midi-Pyrenees), France",,,
,Date:,23-07-2010,18º stage Distance:,198 km,Road – Stage,          Departure:,"    Salies-de-Béarn (Aquitaine), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,
,Date:,24-07-2010,19º stage Distance:,52 km,Road – Individual Time Trial,          Departure:,"    Bordeaux (Aquitaine), France ",              Arrival:,"Pauillac (Aquitaine), France",,,
,Date:,25-07-2010,20º stage Distance:,"102,5 km",Road – Stage,          Departure:,"    Longjumeau (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,25-07-2010, Distance:, km,Classification – Road – General Classification,          Departure:,,              Arrival:,,Category UCI:,2.WT/WT/HC,
